,ID,Year,GHG,Type,Province,District,Treatment_Group
8147,G10183,2011,296107.6419,Lime Manufacturing,Quebec,Marbleton,0
8148,G10184,2011,552988.6,Fossil-Fuel Electric Power Generation,British Columbia,Taylor,0
8149,G10185,2011,380062.9419,Conventional Oil and Gas Extraction,British Columbia,Taylor,0
8150,G10186,2011,859639.3125,Fossil-Fuel Electric Power Generation,Saskatchewan,Lloydminster,0
8151,G10187,2011,13029755.04,Non-Conventional Oil Extraction,Alberta,Fort McMurray,1
8152,G10188,2011,139730.0883,Iron Ore Mining,Quebec,Fermont,0
8153,G10189,2011,384531.2357,Iron Ore Mining,Quebec,Sept-Îles,0
8154,G10190,2011,332628.5079,Fossil-Fuel Electric Power Generation,Ontario,Mississauga,0
8155,G10191,2011,393995.4893,Other Petroleum and Coal Product Manufacturing,Ontario,Mississauga,0
8156,G10192,2011,975699.2573,Cement Manufacturing,Ontario,Mississauga,0
8157,G10193,2011,66648.4994,Waste Treatment and Disposal,Ontario,Brantford,0
8158,G10194,2011,4924.314,Petroleum Refineries,Quebec,Montréal-Est,0
8159,G10195,2011,661444.3232,Potash Mining,Saskatchewan,Belle Plaine,0
8160,G10196,2011,1225349.409,Fossil-Fuel Electric Power Generation,Alberta,Fort McMurray,1
8161,G10197,2011,724925.1752,Non-Conventional Oil Extraction,Alberta,Fort McMurray,1
8162,G10198,2011,2836360.622,Fossil-Fuel Electric Power Generation,Ontario,Nanticoke,0
8163,G10199,2011,1024325.071,Petroleum Refineries,Ontario,Nanticoke,0
8164,G10202,2011,112248.3035,Conventional Oil and Gas Extraction,Alberta,Stettler,1
8165,G10203,2011,101152.4741,Fossil-Fuel Electric Power Generation,Ontario,Nipigon,0
8166,G10204,2011,110029.2422,Conventional Oil and Gas Extraction,Northwest Territories,Norman Wells,0
8167,G10206,2011,897208.0,Petroleum Refineries,Newfoundland and Labrador,Come by Chance,0
8168,G10207,2011,179286.75,Chemical Pulp Mills,British Columbia,Prince George,0
8169,G10208,2011,1345539.029,Petrochemical Manufacturing,Ontario,Corunna,0
8170,G10209,2011,127011.4504,Petrochemical Manufacturing,Ontario,Sarnia,0
8171,G10210,2011,62728.47221,Resin and Synthetic Rubber Manufacturing,Ontario,Corunna,0
8172,G10211,2011,2893549.142,Petrochemical Manufacturing,Alberta,Lacombe,1
8173,G10213,2011,140177.563,Automobile and Light-Duty Motor Vehicle Manufacturing,Ontario,Oshawa,0
8174,G10215,2011,210215.6893,Fossil-Fuel Electric Power Generation,Ontario,Ottawa,0
8175,G10217,2011,85921.919,Chemical Pulp Mills,Quebec,Thurso,0
8176,G10218,2011,119722.8529,Lime Manufacturing,British Columbia,Cache Creek,0
8177,G10219,2011,312188.8973,Non-Conventional Oil Extraction,Alberta,Peace River,1
8178,G10220,2011,108607.973,Chemical Pulp Mills,Alberta,MD of Northern Lights,1
8179,G10221,2011,46483.24,Other Basic Organic Chemical Manufacturing,Quebec,Bécancour,0
8180,G10223,2011,577913.5,Cement Manufacturing,Ontario,Picton,0
8181,G10224,2011,247075.3391,Non-Conventional Oil Extraction,Saskatchewan,Lloydminster,0
8182,G10225,2011,1138984.32,Conventional Oil and Gas Extraction,British Columbia,Peace River District,0
8183,G10226,2011,838023.1788,Pipeline Transportation of Natural Gas,British Columbia,Prince George,0
8184,G10227,2011,1353648.207,Fossil-Fuel Electric Power Generation,Nova Scotia,Point Aconi,0
8185,G10228,2011,594842.5434,Fossil-Fuel Electric Power Generation,Nova Scotia,Port Hawkesbury,0
8186,G10229,2011,4375908.0,Fossil-Fuel Electric Power Generation,Saskatchewan,Coronach,0
8187,G10230,2011,35774.0221,Newsprint Mills,British Columbia,Port Alberni,0
8188,G10231,2011,46836.3889,Mechanical Pulp Mills,British Columbia,Powell River,0
8189,G10232,2011,137528.9737,Other Basic Organic Chemical Manufacturing,Alberta,Lacombe County,1
8190,G10234,2011,125084.2727,Petroleum Refineries,British Columbia,Prince George,0
8191,G10236,2011,539476.4,Fossil-Fuel Electric Power Generation,Saskatchewan,Saskatoon,0
8192,G10237,2011,133363.5856,Conventional Oil and Gas Extraction,Alberta,Millarville,1
8193,G10238,2011,1117073.361,Petroleum Refineries,Quebec,Montreal,0
8194,G10239,2011,1385601.993,Petroleum Refineries,Quebec,Lévis,0
8195,G10240,2011,140639.1206,Nickel-Copper Ore Mining,Quebec,Rouyn-Noranda,0
8196,G10241,2011,275304.1971,Fossil-Fuel Electric Power Generation,Alberta,Rainbow Lake,1
8197,G10242,2011,54872.52699,Fossil-Fuel Electric Power Generation,Alberta,Rainbow Lake,1
8198,G10243,2011,453553.3655,Conventional Oil and Gas Extraction,Alberta,Rocky Mountain House,1
8199,G10244,2011,56805.6901,Pipeline Transportation of Natural Gas,Manitoba,Rapid City,0
8200,G10246,2011,189953.7366,Fossil-Fuel Electric Power Generation,Alberta,Redwater,1
8201,G10247,2011,3104225.422,Petroleum Refineries,New Brunswick,Saint John,0
8202,G10248,2011,338659.1184,Pipeline Transportation of Natural Gas,Saskatchewan,Richmond,0
8203,G10249,2011,318219.1519,Conventional Oil and Gas Extraction,Alberta,Rimbey,1
8204,G10250,2011,281773.0025,Petrochemical Manufacturing,Ontario,Sarnia,0
8205,G10251,2011,466718.98,Fossil-Fuel Electric Power Generation,Ontario,Sarnia,0
8206,G10252,2011,134041.415,Conventional Oil and Gas Extraction,Ontario,Sarnia,0
8207,G10253,2011,703189.9969,Petroleum Refineries,Ontario,Corunna,0
8208,G10254,2011,682668.9915,Petroleum Refineries,Ontario,Sarnia,0
8209,G10255,2011,1317151.238,Petroleum Refineries,Ontario,Sarnia,0
8210,G10256,2011,1165521.058,Fossil-Fuel Electric Power Generation,Ontario,Sarnia,0
8211,G10257,2011,389201.6398,Pipeline Transportation of Natural Gas,Saskatchewan,Calgary,0
8212,G10258,2011,234318.9797,Natural Gas Distribution,Saskatchewan,Regina,0
8213,G10259,2011,649303.2197,Chemical Fertilizer (except Potash) Manufacturing,Saskatchewan,Belle Plaine,0
8214,G10260,2011,348476.3049,Petrochemical Manufacturing,Alberta,"Fort Saskatchewan,Strathcona County",1
8215,G10261,2011,447399.3712,Fossil-Fuel Electric Power Generation,Alberta,Fort Saskatchewan,1
8216,G10262,2011,2937386.714,Non-Conventional Oil Extraction,Alberta,Fort Saskatchewan,1
8217,G10263,2011,86074.43668,Chemical Pulp Mills,Quebec,St-Félicien,0
8218,G10264,2011,2307930.3,Fossil-Fuel Electric Power Generation,Saskatchewan,Estevan,0
8219,G10265,2011,5577250.2,Fossil-Fuel Electric Power Generation,Alberta,Hanna,1
8220,G10266,2011,184773.1991,Conventional Oil and Gas Extraction,Alberta,Sundre,1
8221,G10267,2011,603893.254,Conventional Oil and Gas Extraction,Alberta,Caroline,1
8222,G10268,2011,234987.3526,Conventional Oil and Gas Extraction,Alberta,Calgary,1
8223,G10269,2011,1087759.744,Petroleum Refineries,Alberta,Fort Saskatchewan,1
8224,G10271,2011,704667.129,Chemical Fertilizer (except Potash) Manufacturing,Manitoba,Brandon,0
8225,G10272,2011,81835.5,Chemical Pulp Mills,Quebec,Témiscaming,0
8226,G10273,2011,1246781.062,Cement Manufacturing,Ontario,Bowmanville,0
8227,G10274,2011,527348.9468,Cement Manufacturing,Ontario,St. Marys,0
8228,G10275,2011,426985.4157,Iron and steel mills and ferro-alloy manufacturing,Ontario,Hamilton,0
8229,G10276,2011,3307274.95,Iron and Steel Mills and Ferro-Alloy Manufacturing,Ontario,Haldimand County,0
8230,G10277,2011,312291.8995,Conventional Oil and Gas Extraction,Alberta,Rocky Mountain House,1
8231,G10278,2011,1479214.294,Petroleum Refineries,Alberta,Edmonton,1
8232,G10279,2011,122264.0,Waste Treatment and Disposal,Manitoba,Winnipeg,0
8233,G10281,2011,11461802.38,Fossil-Fuel Electric Power Generation,Alberta,Duffield,1
8234,G10283,2011,636684.4541,Chemical Fertilizer (except Potash) Manufacturing,Ontario,Courtright,0
8235,G10284,2011,605418.6708,Conventional Oil and Gas Extraction,Newfoundland and Labrador,St. John's,0
8236,G10285,2011,124777.329,Chemical Pulp Mills,Ontario,Terrace Bay,0
8237,G10287,2011,140448.0567,Fossil-Fuel Electric Power Generation,Ontario,Thunder Bay,0
8238,G10289,2011,430527.6188,Non-Ferrous Metal (except Aluminum) Smelting and Refining,British Columbia,Trail,0
8239,G10290,2011,479741.4036,Pipeline Transportation of Natural Gas,Saskatchewan,Regina,0
8240,G10291,2011,1737518.861,Fossil-Fuel Electric Power Generation,Nova Scotia,Trenton,0
8241,G10292,2011,1396763.964,Fossil-Fuel Electric Power Generation,Nova Scotia,Dartmouth,0
8242,G10293,2011,98707.40987,Fossil-Fuel Electric Power Generation,Ontario,Tunis,0
8243,G10295,2011,930147.5226,Primary Production of Alumina and Aluminum,Quebec,Alma,0
8244,G10296,2011,869457.8756,Primary Production of Alumina and Aluminum,Quebec,Jonquicre,0
8245,G10297,2011,8955.398,Primary Production of Alumina and Aluminum,Quebec,Melocheville,0
8246,G10299,2011,947463.1599,Iron Ore Mining,Quebec,Port-Cartier,0
8247,G10300,2011,465871.705,Primary Production of Alumina and Aluminum,Quebec,Deschambault,0
8248,G10301,2011,10997.364,Primary Production of Alumina and Aluminum,Quebec,Jonquicre,0
8249,G10302,2011,257356.1548,Paperboard Mills,Quebec,La Tuque,0
8250,G10305,2011,350210.1413,Iron and Steel Mills and Ferro-Alloy Manufacturing,Quebec,Contrecoeur,0
8251,G10306,2011,518450.59,Primary Production of Alumina and Aluminum,Quebec,La Baie,0
8252,G10307,2011,465182.1866,Primary Production of Alumina and Aluminum,Quebec,Laterricre,0
8253,G10308,2011,345304.8658,Primary Production of Alumina and Aluminum,Quebec,Shawinigan,0
8254,G10310,2011,149411.09,Waste Treatment and Disposal,Ontario,London,0
8255,G10312,2011,127287.591,Conventional Oil and Gas Extraction,Alberta,Grovedale,1
8256,G10313,2011,366268.0521,Conventional Oil and Gas Extraction,Alberta,Pincher Creek,1
8257,G10314,2011,35523.46175,Conventional Oil and Gas Extraction,Alberta,Whitecourt,1
8258,G10315,2011,385952.448,Fossil-Fuel Electric Power Generation,Ontario,Windsor,0
8259,G10316,2011,1426634.284,Other Basic Organic Chemical Manufacturing,Alberta,Fort Saskatchewan,1
8260,G10318,2011,58308.47,Chemical Pulp Mills,Ontario,Dryden,0
8261,G10319,2011,205915.1496,Fossil-Fuel Electric Power Generation,Ontario,Whitby,0
8262,G10320,2011,101967.9996,Conventional Oil and Gas Extraction,British Columbia,Fort St John,0
8263,G10321,2011,122486.5031,Conventional Oil and Gas Extraction,Alberta,Cochrane,1
8264,G10323,2011,194953.4756,Fossil-Fuel Electric Power Generation,Ontario,Windsor,0
8265,G10324,2011,2986687.847,Non-Conventional Oil Extraction,Alberta,Alberta,1
8266,G10326,2011,55745.96818,Conventional Oil and Gas Extraction,Alberta,Zama City,1
8267,G10327,2011,70888.055,Other Petroleum and Coal Products Manufacturing,Alberta,Sherwood Park,1
8268,G10328,2011,226108.7386,Lignite Coal Mining,Saskatchewan,Estevan,0
8269,G10329,2011,324725.2774,Non-Conventional Oil Extraction,Saskatchewan,Lloydminster,0
8270,G10331,2011,6890.981078,Chemical Fertilizer (except Potash) Manufacturing,Ontario,Maitland,0
8271,G10332,2011,20578.824,Waste Treatment and Disposal,Ontario,Hamilton,0
8272,G10334,2011,89947.5444,Paper (except Newsprint) Mills,New Brunswick,Saint John,0
8273,G10335,2011,260411.4099,Fossil-Fuel Electric Power Generation,Ontario,Sault Ste Marie,0
8274,G10337,2011,117767.5049,Waste Treatment and Disposal,Ontario,Niagara Falls,0
8275,G10338,2011,129876.3621,Non-Conventional Oil Extraction,Saskatchewan,Saskatchewan,0
8276,G10342,2011,151652.6419,Chemical Pulp Mills,British Columbia,Prince George,0
8277,G10343,2011,405720.6543,Waste Treatment and Disposal,Ontario,Blenheim,0
8278,G10344,2011,30350.0,Waste Treatment and Disposal,Quebec,Sainte Sophie,0
8279,G10346,2011,102983.4504,Natural Gas Distribution,British Columbia,British Columbia,0
8280,G10348,2011,101896.3743,Waste Treatment and Disposal,Ontario,Ottawa,0
8281,G10350,2011,93075.27531,Iron Ore Mining,Newfoundland and Labrador,Wabush,0
8282,G10351,2011,56500.57556,Distilleries,Ontario,Windsor,0
8283,G10352,2011,81698.004,Waste Treatment and Disposal,Alberta,Edmonton,1
8284,G10353,2011,68461.03603,Conventional Oil and Gas Extraction,Saskatchewan,Weyburn,0
8285,G10354,2011,394438.0359,Conventional Oil and Gas Extraction,Newfoundland and Labrador,St John's,0
8286,G10355,2011,117841.7011,Chemical Pulp Mills,New Brunswick,Nackawic,0
8287,G10356,2011,198597.22,Fossil-Fuel Electric Power Generation,Alberta,Rocky View County,1
8288,G10357,2011,124061.4324,Fossil-Fuel Electric Power Generation,Quebec,Bécancour,0
8289,G10358,2011,85750.72633,Waste Treatment and Disposal,Ontario,Guelph,0
8290,G10359,2011,187503.1766,Bituminous Coal Mining,Alberta,Edson,1
8291,G10360,2011,434302.2338,Industrial Gas Manufacturing,Ontario,Corunna,0
8292,G10361,2011,1010198.388,Industrial Gas Manufacturing,Alberta,Edmonton,1
8293,G10362,2011,5631.954,Major Kitchen Appliance Manufacturing,Quebec,L'Assomption,0
8294,G10364,2011,177946.521,Waste Treatment and Disposal,Ontario,Lakeshore,0
8295,G10365,2011,141002.4658,Waste Treatment and Disposal,Ontario,Essex,0
8296,G10366,2011,65375.63363,Other Support Activities for Air Transportation,Ontario,Mississauga,0
8297,G10369,2011,82787.62061,Iron and Steel Mills and Ferro-Alloy Manufacturing,Quebec,Contrecoeur,0
8298,G10370,2011,251308.9484,Polystyrene Foam Product Manufacturing,Quebec,Valleyfield,0
8299,G10371,2011,117682.3524,Conventional Oil and Gas Extraction,Alberta,Olds,1
8300,G10373,2011,73341.40918,Glass Manufacturing,Ontario,Brampton,0
8301,G10374,2011,162202.5795,Chemical Pulp Mills,British Columbia,Port Alice,0
8302,G10375,2011,21193.6534,Petrochemical Manufacturing,Alberta,Lacombe County,1
8303,G10376,2011,240332.7393,Waste Treatment and Disposal,Ontario,Mississauga,0
8304,G10377,2011,61709.3,Conventional Oil and Gas Extraction,British Columbia,Fort Nelson,0
8305,G10378,2011,50628.04794,Natural Gas Distribution,British Columbia,Surrey,0
8306,G10381,2011,191351.629,Diamond Mining,Northwest Territories,Yellowknife,0
8307,G10382,2011,676.053981,All Other Miscellaneous Manufacturing,Alberta,Edmonton,1
8308,G10383,2011,1603.952055,All Other Miscellaneous Manufacturing,Manitoba,Winnipeg,0
8309,G10384,2011,71003.00968,Conventional Oil and Gas Extraction,Nova Scotia,Goldboro,0
8310,G10385,2011,180144.9693,Copper-Zinc Ore Mining,British Columbia,Logan Lake,0
8311,G10386,2011,86703.29,Chemical Pulp Mills,New Brunswick,Saint John,0
8312,G10387,2011,775.250991,All Other Miscellaneous Manufacturing,Ontario,Thunder Bay,0
8313,G10388,2011,164075.6333,Bituminous Coal Mining,British Columbia,Sparwood,0
8314,G10390,2011,3190748.914,Non-Conventional Oil Extraction,Alberta,Fort McMurray,1
8315,G10391,2011,82586.93304,Conventional Oil and Gas Extraction,Alberta,High River,1
8316,G10392,2011,1953.847161,All Other Miscellaneous Manufacturing,Alberta,Calgary,1
8317,G10393,2011,158779.324,Conventional Oil and Gas Extraction,Nova Scotia,Offshore,0
8318,G10394,2011,417677.9148,Non-Conventional Oil Extraction,Alberta,Bonneville,1
8319,G10395,2011,2771.654,All Other Miscellaneous Chemical Product Manufacturing,Ontario,Burlington,0
8320,G10396,2011,58116.22078,Other basic organic chemical manufacturing,Quebec,Varennes,0
8321,G10397,2011,1813.843005,All Other Miscellaneous Manufacturing,Saskatchewan,Regina,0
8322,G10398,2011,114788.762,Non-Ferrous Metal (except Aluminum) Smelting and Refining,Ontario,Falconbridge,0
8323,G10399,2011,67643.81394,Bituminous Coal Mining,British Columbia,Chetwynd,0
8324,G10400,2011,100456.5769,Bituminous Coal Mining,British Columbia,Tumbler Ridge,0
8325,G10402,2011,128143.2465,Bituminous Coal Mining,Alberta,Hinton,1
8326,G10406,2011,225838.19,Non-Conventional Oil Extraction,Alberta,Fort McMurray,1
8327,G10407,2011,1341107.083,Fossil-Fuel Electric Power Generation,Ontario,Courtright,0
8328,G10408,2011,1677762.294,Non-Conventional Oil Extraction,Alberta,Fort McMurray,1
8329,G10409,2011,700897.6062,Non-Conventional Oil Extraction,Alberta,Conkin,1
8330,G10410,2011,131060.2807,Fossil-Fuel Electric Power Generation,Ontario,Kapuskasing,0
8331,G10411,2011,80835.57798,Other basic organic chemical manufacturing,Manitoba,Minnedosa,0
8332,G10412,2011,160690.3414,Non-Conventional Oil Extraction,Alberta,Cold Lake,1
8333,G10413,2011,460308.3599,Fossil-Fuel Electric Power Generation,Ontario,Toronto,0
8334,G10414,2011,468997.347,Non-Conventional Oil Extraction,Alberta,Anzac,1
8335,G10416,2011,69120.218,Oilseed Processing,Ontario,Windsor,0
8336,G10417,2011,83587.6475,Conventional Oil and Gas Extraction,Alberta,Medicine Hat,1
8337,G10419,2011,92627.19022,Potash Mining,Saskatchewan,Vanscoy,0
8338,G10420,2011,77875.615,Iron and Steel Mills and Ferro-Alloy Manufacturing,Alberta,Edmonton,1
8339,G10421,2011,125115.1574,All Other Non-Metallic Mineral Product Manufacturing,Alberta,Exshaw,1
8340,G10422,2011,49831.23041,Nuclear Electric Power Generation,Ontario,Tiverton,0
8341,G10423,2011,62659.93174,Oilseed Processing,Ontario,Hamilton,0
8342,G10425,2011,80007.92835,Wet Corn Milling,Ontario,Port Colborne,0
8343,G10426,2011,61817.64668,Mechanical Pulp Mills,British Columbia,Taylor,0
8344,G10427,2011,52416.22651,Gypsum Product Manufacturing,Ontario,Hagersville,0
8345,G10428,2011,69473.88382,Conventional Oil and Gas Extraction,Alberta,Edson,1
8346,G10429,2011,63851.68588,Conventional Oil and Gas Extraction,Alberta,Grande Prairie,1
8347,G10430,2011,70858.33098,Conventional Oil and Gas Extraction,British Columbia,Charlie Lake,0
8348,G10431,2011,65932.18661,Conventional Oil and Gas Extraction,Alberta,Edson,1
8349,G10432,2011,128388.8236,Fossil-Fuel Electric Power Generation,Ontario,North Bay,0
8350,G10433,2011,136050.0,Waste Treatment and Disposal,British Columbia,Victoria,0
8351,G10437,2011,65173.57856,Conventional Oil and Gas Extraction,Alberta,Medicine Hat,1
8352,G10439,2011,19156.52893,Gypsum Product Manufacturing,British Columbia,Delta,0
8353,G10440,2011,67993.705,Lime Manufacturing,British Columbia,Langley,0
8354,G10441,2011,76392.95,Waste Treatment and Disposal,Alberta,Lethbridge,1
8355,G10442,2011,118212.276,Waste Treatment and Disposal,Saskatchewan,Saskatoon,0
8356,G10443,2011,362624.5909,Waste Treatment and Disposal,British Columbia,Delta,0
8357,G10444,2011,71217.0,Waste Treatment and Disposal,Manitoba,Winnipeg,0
8358,G10445,2011,168021.8832,Cement Manufacturing,Quebec,Grenville-sur-la-Rouge,0
8359,G10446,2011,63291.67078,Conventional Oil and Gas Extraction,Alberta,Alberta,1
8360,G10448,2011,53008.05675,Conventional Oil and Gas Extraction,Alberta,Coleman,1
8361,G10451,2011,65445.79537,Conventional Oil and Gas Extraction,Alberta,Alberta,1
8362,G10452,2011,105769.7904,Paper (except Newsprint) Mills,Quebec,Windsor,0
8363,G10453,2011,141162.2953,Fossil-Fuel Electric Power Generation,Ontario,Windsor,0
8364,G10455,2011,57922.61601,Conventional Oil and Gas Extraction,Alberta,Alberta,1
8365,G10456,2011,70914.93817,Conventional Oil and Gas Extraction,Alberta,Alberta,1
8366,G10457,2011,130764.2166,Conventional Oil and Gas Extraction,British Columbia,British Columbia,0
8367,G10458,2011,97073.15402,Conventional Oil and Gas Extraction,British Columbia,British Columbia,0
8368,G10459,2011,64078.14313,Steam and Air-Conditioning Supply,Ontario,Toronto,0
8369,G10460,2011,131095.0305,Steam and Air-Conditioning Supply,Ontario,Toronto,0
8370,G10461,2011,40293.85565,Sewage Treatment Facilities,Alberta,Edmonton,1
8371,G10462,2011,1534551.48,Other Electric Power Generation,Ontario,Sault Ste. Marie,0
8372,G10463,2011,54278.04976,Conventional Oil and Gas Extraction,Alberta,Carstairs,1
8373,G10465,2011,2043389.388,Non-Conventional Oil Extraction,Alberta,Bonnyville,1
8374,G10466,2011,30361.43922,Particle Board and Fibreboard Mills,Ontario,Sault Ste Marie,0
8375,G10467,2011,81093.60983,Automobile and Light-Duty Motor Vehicle Manufacturing,Ontario,Oakville,0
8376,G10469,2011,1104270.294,Fossil-Fuel Electric Power Generation,Ontario,Brampton,0
8377,G10470,2011,99923.5795,Waste Treatment and Disposal,British Columbia,Burnaby,0
8378,G10471,2011,130809.5107,Waste Treatment and Disposal,Ontario,St. Thomas,0
8379,G10472,2011,264021.319,Other Basic Organic Chemical Manufacturing,Ontario,Johnstown,0
8380,G10475,2011,94469.48624,Petroleum Refineries,Alberta,Lloydminster,1
8381,G10476,2011,62880.04557,Conventional Oil and Gas Extraction,Alberta,Rainbow Lake,1
8382,G10478,2011,59264.7899,Other Basic Organic Chemical Manufacturing,Ontario,Aylmer,0
8383,G10479,2011,87015.99212,Artificial and Synthetic Fibres and Filaments Manufacturing,Ontario,Kingston,0
8384,G10481,2011,52222.61553,Paper (except Newsprint) Mills,Ontario,Toronto,0
8385,G10482,2011,66925.1826,Other Basic Organic Chemical Manufacturing,Ontario,Port Colborne,0
8386,G10484,2011,66636.13937,Conventional Oil and Gas Extraction,Alberta,Rimbey,1
8387,G10486,2011,69370.18684,Conventional Oil and Gas Extraction,Alberta,Drayton Valley,1
8388,G10488,2011,61659.5697,Paper (except Newsprint) Mills,Quebec,Gatineau,0
8389,G10489,2011,40941.85446,Paperboard Mills,New Brunswick,Utopia,0
8390,G10490,2011,71446.624,Sugar Manufacturing,Quebec,Montréal,0
8391,G10491,2011,67806.35242,Sugar Manufacturing,Alberta,Taber,1
8392,G10492,2011,43.84,Other Electric Power Generation,Quebec,Lachute,0
8393,G10493,2011,52824.45198,Non-Ferrous Foundries (except Die-Casting),Ontario,Haley,0
8394,G10494,2011,36407.58983,Pipeline Transportation of Natural Gas,Nova Scotia,Halifax,0
8395,G10495,2011,67645.177,Mechanical Pulp Mills,Saskatchewan,Meadow Lake,0
8396,G10496,2011,184893.0245,Non-Conventional Oil Extraction,Alberta,Regional Municipality of Wood Buffalo,1
8397,G10497,2011,68694.80828,Mechanical Pulp Mills,Alberta,Whitecourt,1
8398,G10498,2011,28083.13357,Paperboard Mills,Nova Scotia,Hantsport,0
8399,G10499,2011,57407.22667,Conventional Oil and Gas Extraction,Alberta,Sylvan Lake,1
8400,G10500,2011,63374.6003,Chemical Pulp Mills,Nova Scotia,New Glasgow,0
8401,G10501,2011,53758.5402,Resin and Synthetic Rubber Manufacturing,Ontario,Mooretown,0
8402,G10527,2011,62993.07447,Glass Manufacturing,Quebec,Montreal,0
8403,G10529,2011,63664.06157,Conventional Oil and Gas Extraction,Alberta,Buck Lake,1
8404,G10531,2011,76706.68894,Conventional Oil and Gas Extraction,Alberta,Alberta,1
8405,G10533,2011,70375.5238,Potash Mining,Saskatchewan,Allan,0
8406,G10534,2011,52509.81155,Lignite Coal Mining,Saskatchewan,Estevan,0
8407,G10535,2011,61648.1683,Paper (except Newsprint) Mills,Quebec,Crabtree,0
8408,G10536,2011,76076.14395,Conventional Oil and Gas Extraction,Alberta,Medicine Hat,1
8409,G10537,2011,61448.726,Sugar Manufacturing,Ontario,Toronto,0
8410,G10538,2011,215233.0,Waste Treatment and Disposal,Quebec,Lachute,0
8411,G10539,2011,4133.086789,Waste Treatment and Disposal,Ontario,Cambridge,0
8412,G10540,2011,54830.39698,Waste Treatment and Disposal,Ontario,Waterloo,0
8413,G10544,2011,69510.6816,Waste Treatment and Disposal,Quebec,Cowansville,0
8414,G10545,2011,33165.63805,Universities,Quebec,Montreal,0
8415,G10546,2011,4807.609847,Universities,Quebec,Sainte-Anne-de-Bellevue,0
8416,G10548,2011,71586.377,Natural Gas Distribution,Quebec,Montréal,0
8417,G10549,2011,74263.45077,Non-Conventional Oil Extraction,Saskatchewan,Unity,0
8418,G10550,2011,66128.3086,Conventional Oil and Gas Extraction,Alberta,Spirit River,1
8419,G10551,2011,53282.422,Conventional Oil and Gas Extraction,British Columbia,Peace River District,0
8420,G10552,2011,57233.72539,Conventional Oil and Gas Extraction,British Columbia,Fort St. John,0
8421,G10553,2011,57867.2381,Conventional Oil and Gas Extraction,British Columbia,British Columbia,0
8422,G10554,2011,359338.0718,Fossil-Fuel Electric Power Generation,Ontario,Corunna,0
8423,G10555,2011,60480.11613,Conventional Oil and Gas Extraction,Alberta,Simonette,1
8424,G10556,2011,52964.33285,Conventional Oil and Gas Extraction,Alberta,Rocky Mountain House,1
8425,G10557,2011,2000896.018,Non-Conventional Oil Extraction,Alberta,Ft. McMurray,1
8426,G10558,2011,8519637.68,Non-Conventional Oil Extraction,Alberta,Fort McMurray,1
8427,G10559,2011,147497.9813,Other Basic Organic Chemical Manufacturing,Ontario,Mooretown,0
8428,G10560,2011,49555.46618,Conventional Oil and Gas Extraction,Alberta,Edson,1
8429,G10561,2011,55057.33888,Conventional Oil and Gas Extraction,Alberta,Edson,1
8430,G10562,2011,86979.65151,All Other Miscellaneous Manufacturing,Saskatchewan,Belle Plaine,0
8431,G10564,2011,55952.974,Automobile and Light-Duty Motor Vehicle Manufacturing,Ontario,Cambridge,0
8432,G10565,2011,869206.0,Natural Gas Distribution,Ontario,Chatham,0
8433,G10566,2011,216439.3473,Universities,Alberta,Edmonton,1
8434,G10567,2011,27845.16253,Universities,Ontario,Windsor,0
8435,G10568,2011,51160.827,Conventional Oil and Gas Extraction,British Columbia,Fort St John,0
8436,G10569,2011,66516.96,Nickel-Copper Ore Mining,Manitoba,Thompson,0
8437,G10570,2011,88033.3,Nickel-Copper Ore Mining,Newfoundland and Labrador,Happy Valley-Goose Bay,0
8438,G10571,2011,80399.99855,Sewage Treatment Facilities,Quebec,Montréal,0
8439,G10572,2011,88150.0,Waste Treatment and Disposal,Quebec,St. Nicephore,0
8440,G10573,2011,73160.649,Waste Treatment and Disposal,British Columbia,Cache Creek,0
8441,G10575,2011,55550.79132,Mechanical Pulp Mills,British Columbia,Quesnel,0
8442,G10576,2011,42101.88942,Particle Board and Fibreboard Mills,Alberta,Blue Ridge,1
8443,G10577,2011,8119.762301,Other Electric Power Generation,Alberta,Whitecourt,1
8444,G10578,2011,52073.79953,Non-Ferrous Metal (except Aluminum) Smelting and Refining,Quebec,Montréal-Est,0
8445,G10579,2011,122479.0705,Non-Ferrous Foundries (except Die-Casting),Quebec,Rouyn-Noranda,0
8446,G10581,2011,1923.113138,Office Furniture (except Wood) Manufacturing,Ontario,North York,0
8447,G10582,2011,83565.0797,Waste Treatment and Disposal,Quebec,Québec,0
8448,G10583,2011,72298.0,Waste Treatment and Disposal,Quebec,Saint-Tite-des-Caps,0
8449,G10584,2011,99382.4,Diamond Mining,Northwest Territories,Snap Lake,0
8450,G10585,2011,384859.4948,Polystyrene Foam Product Manufacturing,Quebec,Varennes,0
8451,G10587,2011,164464.17,Gold and Silver Ore Mining,Nunavut,Baker Lake,0
8452,G10588,2011,10098.18981,Waferboard Mills,Alberta,Grande Prairie,1
8453,G10591,2011,79592.30065,Waste Treatment and Disposal,Alberta,Ryley,1
8454,G10593,2011,23556.616,Frozen Food Manufacturing,Ontario,Toronto,0
8455,G10594,2011,79352.88213,Natural Gas Distribution,New Brunswick,Saint John,0
8456,G10599,2011,99774.182,Steam and Air-Conditioning Supply,British Columbia,Vancouver,0
8457,G10600,2011,1963.333187,Sewage Treatment Facilities,Ontario,Sault Ste. Marie,0
8458,G10602,2011,68857.32039,Waste Treatment and Disposal,Ontario,Corunna,0
